1.26044,103.61427
1.26448,103.61427
1.26466,103.61428
1.26484,103.61428
1.26502,103.6143
1.26521,103.61431
1.26538,103.61433
1.26546,103.61433
1.26556,103.61435
1.26568,103.61436
1.26591,103.6144
1.26591,103.61441
1.26605,103.61443
1.26641,103.61451
1.26644,103.61451
1.2666,103.61455
1.26662,103.61456
1.26679,103.6146
1.26684,103.61462
1.26706,103.61468
1.26714,103.61471
1.26731,103.61476
1.26738,103.61479
1.26773,103.61491
1.26781,103.61495
1.26798,103.61501
1.26802,103.61502
1.26866,103.61526
1.26882,103.61531
1.26883,103.61532
1.27608,103.61801
1.27596,103.61833
1.27594,103.61837
1.27562,103.61921
1.27556,103.61943
1.27551,103.61969
1.27539,103.62088
1.27544,103.62099
1.27548,103.62105
1.27551,103.62108
1.27561,103.62116
1.27916,103.62154
1.27969,103.62164
1.28054,103.62187
1.28097,103.62201
1.2815,103.62222
1.2818,103.62232
1.28218,103.62243
1.28229,103.62248
1.28316,103.62282
1.2856,103.62371
1.28595,103.62385
1.28613,103.62379
1.28622,103.62374
1.28628,103.62369
1.28672,103.62255
1.28675,103.62241
1.28675,103.62232
1.28674,103.62225
1.28667,103.6221
1.28672,103.62205
1.28676,103.62203
1.28683,103.62201
1.28692,103.622
1.28703,103.62202
1.28734,103.62211
1.28876,103.62263
1.28907,103.62272
1.28934,103.62278
1.28952,103.6228
1.28971,103.6228
1.29013,103.62272
1.29167,103.62228
1.29286,103.62188
1.29317,103.6218
1.29355,103.62173
1.294,103.62169
1.29461,103.6217
1.29504,103.62173
1.29531,103.62177
1.29549,103.62181
1.29607,103.62197
1.31898,103.63037
1.31961,103.63062
1.32157,103.63132
1.32175,103.63131
1.32215,103.63142
1.32277,103.63164
1.32332,103.63189
1.32389,103.63225
1.32441,103.63269
1.32455,103.63284
1.32511,103.63335
1.32544,103.63368
1.32567,103.63393
1.32677,103.63505
1.32711,103.63535
1.32776,103.63596
1.32794,103.6361
1.32833,103.6365
1.32845,103.63665
1.32897,103.63722
1.32911,103.63741
1.32935,103.63788
1.3295,103.63842
1.32955,103.63872
1.32955,103.6392
1.32953,103.63942
1.32949,103.63961
1.32939,103.63996
1.32936,103.64002
1.32925,103.64031
1.32898,103.64072
1.32877,103.64099
1.32794,103.64186
1.32651,103.64342
1.3258,103.64428
1.32578,103.64431
1.32495,103.64521
1.32367,103.64653
1.32321,103.64696
1.32192,103.64836
1.31831,103.65208
1.3178,103.65266
1.31594,103.6546
1.31559,103.65492
1.31543,103.65509
1.31528,103.65528
1.31518,103.65539
1.31514,103.65559
1.31511,103.65595
1.31512,103.65614
1.3152,103.65618
1.3155,103.65643
1.3157,103.65658
1.31635,103.65722
1.31674,103.65773
1.31741,103.65846
1.31796,103.65901
1.31813,103.65916
1.3185,103.65952
1.31859,103.65958
1.32,103.66089
1.32109,103.66201
1.32149,103.66238
1.32235,103.66311
1.32276,103.66338
1.32284,103.66344
1.32291,103.66348
1.32548,103.6652
1.32639,103.66586
1.32703,103.66635
1.32727,103.66663
1.32777,103.66729
1.32793,103.66753
1.32821,103.668
1.32922,103.66987
1.32985,103.67109
1.32996,103.67134
1.33005,103.67158
1.3302,103.67208
1.3303,103.67259
1.33039,103.67324
1.33056,103.6739
1.33062,103.67405
1.33074,103.67431
1.33096,103.67463
1.33108,103.67478
1.33118,103.67489
1.3313,103.675
1.3315,103.67516
1.33167,103.67527
1.33183,103.67536
1.33243,103.6756
1.33739,103.677
1.3377,103.6771
1.33795,103.67721
1.33822,103.67736
1.33846,103.67754
1.3385,103.67758
1.33866,103.67771
1.33886,103.67791
1.33905,103.67819
1.33932,103.67869
1.33946,103.67918
1.3395,103.67941
1.33952,103.67967
1.33951,103.68067
1.33952,103.6809
1.33955,103.68118
1.3396,103.68149
1.3396,103.68151
1.33969,103.68182
1.3398,103.68211
1.33995,103.68245
1.3401,103.68271
1.34037,103.68309
1.34601,103.6903
1.34608,103.69037
1.34611,103.69041
1.34615,103.69045
1.34622,103.69054
1.34625,103.69056
1.34625,103.69057
1.3471,103.6915
1.34789,103.69227
1.3486,103.69288
1.34959,103.69368
1.35317,103.69625
1.35405,103.69692
1.3551,103.6978
1.3583,103.70065
1.35959,103.70167
1.36105,103.70278
1.36116,103.70289
1.36167,103.70335
1.36188,103.70359
1.36218,103.704
1.36248,103.70452
1.36258,103.70475
1.36274,103.70525
1.36284,103.70574
1.36286,103.70593
1.36288,103.70635
1.36287,103.70662
1.36284,103.7069
1.36275,103.70739
1.36268,103.70766
1.36259,103.7079
1.36237,103.7084
1.36228,103.70857
1.36202,103.70896
1.36189,103.70912
1.36165,103.70938
1.3614,103.70968
1.36056,103.7106
1.36037,103.71085
1.35765,103.71387
1.35741,103.7142
1.35724,103.71446
1.35697,103.71503
1.35665,103.71579
1.3564,103.71647
1.35632,103.71672
1.35618,103.71702
1.3561,103.71723
1.35605,103.71734
1.35601,103.71748
1.35599,103.71752
1.35597,103.71761
1.3559,103.71784
1.35582,103.71821
1.35579,103.7184
1.35573,103.71907
1.35562,103.72158
1.35551,103.72313
1.35541,103.72373
1.35511,103.72503
1.35497,103.72547
1.35463,103.72639
1.35443,103.72686
1.35414,103.72746
1.35393,103.72785
1.35262,103.73006
1.35251,103.73027
1.3522,103.73079
1.35196,103.73116
1.35136,103.73196
1.35101,103.73237
1.35055,103.73284
1.34683,103.73637
1.34659,103.73663
1.34637,103.73691
1.34613,103.73725
1.34613,103.73726
1.34578,103.73785
1.34571,103.73799
1.34564,103.73811
1.34546,103.73854
1.34533,103.73895
1.34524,103.7393
1.34516,103.73974
1.34511,103.74047
1.34508,103.74123
1.34505,103.74159
1.34496,103.7422
1.34483,103.74277
1.3446,103.74351
1.34446,103.7439
1.34413,103.74461
1.34354,103.74566
1.34346,103.74577
1.34336,103.74587
1.34319,103.74618
1.34304,103.74642
1.33843,103.75461
1.33841,103.75463
1.33822,103.75499
1.33731,103.75659
1.337,103.75708
1.33547,103.75982
1.33546,103.75983
1.33438,103.76175
1.33436,103.7618
1.33306,103.76411
1.33286,103.76451
1.33268,103.76498
1.33253,103.76546
1.33249,103.76562
1.33238,103.76622
1.33231,103.76676
1.33229,103.76728
1.33232,103.76783
1.3324,103.76842
1.3325,103.76887
1.33272,103.76951
1.33286,103.76986
1.33287,103.76987
1.33306,103.7704
1.33381,103.77206
1.33404,103.77262
1.33434,103.77323
1.33473,103.77385
1.33557,103.7751
1.33565,103.77519
1.33571,103.77528
1.33574,103.7753
1.33667,103.7765
1.33676,103.7766
1.33717,103.77698
1.33744,103.77717
1.33754,103.77723
1.33762,103.77729
1.33784,103.7774
1.33791,103.77745
1.34023,103.7785
1.34038,103.77858
1.34048,103.77862
1.34083,103.77881
1.34087,103.77884
1.34091,103.77886
1.34099,103.77892
1.34115,103.77902
1.34127,103.77912
1.34143,103.77927
1.34157,103.77942
1.34176,103.77966
