ambient,coolant,motor_speed,torque,stator_yoke,stator_tooth,stator_winding,profile_id
-0.08019829,-1.07936,-1.2224294,-0.2369321,-1.7462937,-1.9857602,-1.9102861,20
-0.12915893,-1.0728418,-1.2224314,-0.23718992,-1.7462937,-1.9857596,-1.9075809,20
-0.055854477,-1.0729232,-1.2224298,-0.236942,-1.7463061,-1.9857602,-1.9112625,20
-0.117077865,-1.0775675,-1.2224317,-0.2367936,-1.7462938,-1.9857602,-1.9120544,20
-0.09422462,-1.0682216,-1.22243,-0.23694715,-1.7462962,-1.9857602,-1.9174271,20
-0.10000819,-1.0772027,-1.2224269,-0.23715739,-1.7462938,-1.9857602,-1.9388245,20
-0.12502652,-1.071021,-1.2224301,-0.2374152,-1.7462939,-1.9857602,-1.9558805,20
-0.16573036,-1.0705935,-1.2224324,-0.23732843,-1.7462937,-1.9857602,-1.9586495,20
-0.070752054,-1.0777909,-1.2224337,-0.23719828,-1.7463355,-1.9857602,-1.9639817,20
-0.07528095,-1.0696931,-1.2224308,-0.23687209,-1.7463994,-1.9857602,-1.9659894,20
-0.15084383,-1.0808456,-1.222431,-0.2368769,-1.7463785,-1.9857602,-1.9661039,20
-0.08256612,-1.0779514,-1.2224307,-0.23725328,-1.7475423,-1.9857602,-1.9692972,20
-0.04715703,-1.078658,-1.2224289,-0.23747343,-1.7478658,-1.9857602,-1.9705342,20
-0.12393946,-1.0859678,-1.2224288,-0.23761655,-1.7495894,-1.9857602,-1.9693965,20
-0.124033816,-1.0750792,-1.2224301,-0.23725516,-1.750562,-1.9857602,-1.9701217,20
-0.035480473,-1.0846647,-1.222429,-0.23718718,-1.7519358,-1.9857602,-1.9702958,20
-0.07618532,-1.0840433,-1.2224323,-0.23690972,-1.75448,-1.9857602,-1.9709367,20
-0.1442934,-1.0820775,-1.2224311,-0.23676147,-1.754605,-1.9857602,-1.9709828,20
-0.15484476,-1.0868825,-1.2224284,-0.23719394,-1.754133,-1.9857602,-1.9717959,20
-0.13194232,-1.0803556,-1.2224289,-0.23737884,-1.7553709,-1.9857602,-1.9718242,20
-0.08072827,-1.0847043,-1.2224327,-0.23763813,-1.7565913,-1.9857602,-1.9717847,20
-0.11882639,-1.0838093,-1.2224301,-0.23729964,-1.7566963,-1.9857602,-1.9718252,20
-0.107590474,-1.0780116,-1.22243,-0.23739217,-1.7564327,-1.9857887,-1.9718252,20
-0.12888692,-1.0854253,-1.2224312,-0.23717898,-1.7598892,-1.9857602,-1.9718252,20
-0.21814589,-1.0751356,-1.2224313,-0.2369745,-1.7590464,-1.9857613,-1.9718252,20
-0.15229224,-1.0800226,-1.2224305,-0.23696712,-1.7618626,-1.9857602,-1.9718252,20
-0.13880993,-1.0811546,-1.2224305,-0.23715016,-1.7614802,-1.9857603,-1.9718252,20
-0.09547427,-1.0735964,-1.2224275,-0.2373798,-1.7599152,-1.9857602,-1.9718252,20
-0.13049191,-1.0817071,-1.2224301,-0.23755121,-1.7624164,-1.9857602,-1.9718252,20
-0.226753,-1.0726217,-1.2224314,-0.23744376,-1.7635193,-1.9858139,-1.9718252,20
-0.18627901,-1.0799043,-1.2224323,-0.23736434,-1.7626138,-1.9857723,-1.9718252,20
-0.12708218,-1.0778432,-1.222433,-0.2370717,-1.7636886,-1.9857653,-1.9718252,20
-0.06008325,-1.0719606,-1.2224303,-0.23702389,-1.7638315,-1.9857732,-1.9718252,20
-0.12770651,-1.0780067,-1.2224286,-0.23700911,-1.7633361,-1.9865189,-1.9718252,20
-0.12129259,-1.0711396,-1.2224269,-0.23724076,-1.767332,-1.9869477,-1.9718252,20
-0.0853465,-1.0769454,-1.2224288,-0.23708214,-1.7679745,-1.9876485,-1.9718252,20
-0.024321847,-1.0773718,-1.2224319,-0.2372109,-1.7692151,-1.9878949,-1.9718252,20
-0.044104643,-1.069968,-1.2224323,-0.23695682,-1.7679237,-1.9877332,-1.9718252,20
-0.02366339,-1.0803488,-1.2224313,-0.23680738,-1.7688012,-1.9879062,-1.9718252,20
-0.040820394,-1.0717975,-1.2224326,-0.23695312,-1.7680665,-1.9882171,-1.9718252,20
-0.17677055,-1.051634,-1.2224286,-0.23695222,-1.7674335,-1.9877899,-1.9718252,20
-0.13208987,-0.9896357,-1.2224282,-0.23645502,-1.7688787,-1.9879929,-1.9718252,20
-0.07482324,-0.80741245,-1.2224305,-0.23635858,-1.765312,-1.987844,-1.9718252,20
-0.16562396,-0.6908132,-0.007190183,0.83014846,-1.7474517,-1.9858401,-1.9718252,20
-0.15019742,-0.577446,-0.004972159,0.83097374,-1.7011864,-1.9073155,-1.8546561,20
-0.14827524,-0.48453727,-0.004975857,0.8297961,-1.5732039,-1.8127997,-1.7884347,20
-0.21134552,-0.3552779,-0.004972159,0.8285619,-1.4849118,-1.7222992,-1.7318418,20
-0.038395345,-0.29561448,-0.004973083,0.82773197,-1.4094392,-1.6639435,-1.6634308,20
-0.020474494,-0.1454268,-0.004974536,0.82684034,-1.2892892,-1.5590521,-1.5936921,20
-0.041395538,-0.046695996,-0.004970705,0.82577485,-1.1820782,-1.4536293,-1.5211018,20
-0.14112356,0.057917796,-0.00497599,0.8249693,-1.0877262,-1.3828468,-1.4546661,20
-0.12949519,0.15796489,-0.004973083,0.8238813,-0.988901,-1.3044623,-1.3846769,20
-0.11887859,0.2638652,-0.004971101,0.82279575,-0.8877091,-1.2126787,-1.3182148,20
0.09887975,0.35505298,-0.004970309,0.82156813,-0.78050125,-1.1328646,-1.2487185,20
-0.12297888,0.42794335,-0.004972291,0.81986654,-0.7347572,-1.068315,-1.2224848,20
-0.064370245,0.5188979,-0.004970837,0.8187629,-0.5746495,-0.9708977,-1.1007969,20
-0.12930949,0.6072619,-0.004974272,0.8179409,-0.48618177,-0.88884914,-1.0352343,20
0.09947898,0.6918437,-0.004973083,0.81704015,-0.40763274,-0.8076223,-0.9780842,20
-0.09201036,0.8270451,-0.004974801,0.8160396,-0.39753586,-0.7619754,-0.92737895,20
-0.0974376,0.8807347,-0.004975197,0.8152262,-0.2233793,-0.64167833,-0.8392558,20
-0.019742765,0.95526797,-0.004972423,0.8142635,-0.13573426,-0.5752609,-0.76061237,20
-0.05659524,1.0114372,-0.004975725,0.81325924,-0.046599947,-0.45571545,-0.7033095,20
0.022620268,1.0539672,-0.004975065,0.8123101,0.027793907,-0.4169715,-0.63226944,20
0.038148195,1.0904534,-0.00497163,0.8115691,0.118160374,-0.32370302,-0.5639256,20
-0.13364367,1.0937854,-0.00497665,0.8110995,0.19856286,-0.26374504,-0.50168324,20
-0.10431124,1.0665202,-0.004973083,0.81069344,0.26291123,-0.19018622,-0.44922814,20
0.03418039,1.0618842,-0.004970573,0.81052285,0.31378534,-0.13073269,-0.3773238,20
-0.011594367,1.048419,-0.00497599,0.810155,0.3597761,-0.073009856,-0.327069,20
0.096238896,1.0329475,-0.004974668,0.8099211,0.40142903,-0.005868131,-0.26329857,20
0.002614639,1.0160768,-0.004971894,0.80966276,0.43712407,0.03771886,-0.2309199,20
0.034034852,1.0101683,-0.004973611,0.80959886,0.4614173,0.08717975,-0.17126189,20
0.18844387,1.0072612,-0.004974932,0.8093523,0.48211715,0.122150235,-0.11541781,20
0.2093619,0.9993839,-0.004971101,0.80916506,0.51796186,0.15481073,-0.08957842,20
0.30958176,0.98812145,-0.004973347,0.8090098,0.5329541,0.15590607,-0.04270739,20
0.019023852,0.9804796,-0.00497414,0.8089535,0.54821366,0.21525742,-0.015843375,20
-0.11271961,0.97967994,-0.004967667,0.80822366,0.5611794,0.23589683,0.010708142,20
-0.11828638,0.9802463,-0.004973215,0.8074181,0.577343,0.27042788,0.017975233,20
-0.12839508,0.9866097,-0.004974536,0.8073226,0.5965776,0.30960283,0.017978428,20
-0.052248023,0.987738,-0.004974536,0.8071996,0.6090933,0.31299636,0.04112235,20
-0.020774614,0.9987998,-0.004972687,0.8069712,0.6139511,0.3250264,0.110729545,20
0.10952345,0.9995779,-0.004976782,0.8067726,0.614033,0.34560826,0.14353716,20
0.47706556,1.0043169,-0.004973876,0.8065979,0.6143275,0.3777436,0.14491177,20
0.105741344,1.0040834,-0.00497348,0.80623585,0.61819977,0.3877877,0.16041772,20
0.058242153,1.0004535,-0.004978896,0.8061046,0.6433662,0.39311323,0.17733487,20
0.18334283,0.9978017,-0.004974272,0.8060547,0.68620425,0.41064954,0.20648688,20
0.100891255,1.001499,-0.004973876,0.8057705,0.6932141,0.42117235,0.21820478,20
0.21246247,1.007098,-0.004975461,0.8055464,0.69811994,0.43317202,0.2634349,20
0.35715723,1.0074855,-0.004973215,0.8056092,0.7054255,0.44050384,0.26858187,20
0.6573009,1.0026537,-0.004971498,0.80536836,0.72488534,0.4555737,0.2686472,20
0.45669758,0.9984803,-0.004976914,0.8051832,0.73601633,0.45948276,0.2686472,20
0.47195548,1.0074363,-0.004974008,0.8051535,0.7434998,0.4616023,0.26898527,20
0.6728218,1.0070074,-0.004972951,0.80495495,0.7524409,0.46185845,0.27063635,20
0.36774674,1.0067867,-0.004976254,0.8048606,0.76518935,0.46185845,0.27798736,20
0.6721684,1.0072451,-0.004975329,0.8048323,0.7806627,0.46185845,0.28411365,20
0.44225168,1.0073113,-0.004971762,0.80449164,0.78476495,0.46185845,0.295321,20
0.38641036,1.0074328,-0.004974404,0.80448234,0.78533894,0.46185845,0.29836148,20
0.5596767,1.0072173,-0.004976386,0.8041833,0.78601694,0.46185845,0.30222505,20
0.28196573,1.0067399,-0.00497348,0.80411524,0.7854705,0.46185845,0.30846575,20
0.28594056,1.0074143,-0.004974932,0.8040637,0.7879565,0.46185845,0.32181937,20
0.5719355,1.0067501,-0.004977707,0.8038991,0.7886986,0.46185845,0.32544914,20
0.39817527,1.0084504,-0.004975329,0.8038442,0.7926733,0.46604902,0.3250954,20
0.317958,1.0068551,-0.004973083,0.8038317,0.79488915,0.49013016,0.32854217,20
0.18646549,1.0065538,-0.004978367,0.80363023,0.7948647,0.49124333,0.32969955,20
0.22894695,1.0084612,-0.004974536,0.8035344,0.80023044,0.5292297,0.32972887,20
0.120670035,1.0082345,-0.004974404,0.80359393,0.8026975,0.55807406,0.33677524,20
0.05566454,1.0074471,-0.004978896,0.8034087,0.80357903,0.5641834,0.34872085,20
-0.04509333,1.0073733,-0.004973744,0.80317676,0.8126583,0.575724,0.35678196,20
0.28823712,1.007809,-0.004970573,0.8031588,0.8165688,0.56953216,0.3574761,20
0.092767954,1.0074369,-0.004977839,0.8030331,0.8213439,0.5820877,0.36443648,20
0.21339093,1.0069677,-0.004974801,0.8028135,0.8224751,0.59923,0.36701956,20
0.15973477,1.0083829,-0.004972291,0.80269176,0.82366765,0.606241,0.37117326,20
0.49862096,1.0060914,-0.004976254,0.8025423,0.8317457,0.60344625,0.376897,20
0.36725992,1.0071223,-0.004976386,0.802545,0.8336053,0.61351854,0.37707707,20
0.18730462,1.0080601,-0.004972159,0.80250436,0.8382327,0.6168085,0.38261554,20
0.19716339,1.0070668,-0.00497665,0.80247605,0.85100317,0.61692744,0.3872714,20
0.22171398,1.007781,-0.004977707,0.80232686,0.85485023,0.61723644,0.3901356,20
0.36999613,1.0070487,-0.004973083,0.8022984,0.8631661,0.6172239,0.3932429,20
0.43500665,1.0090458,-0.004974668,0.8019675,0.8661848,0.6173915,0.39308548,20
0.3600641,1.0065545,-0.00497665,0.8019741,0.8621322,0.61727005,0.39183897,20
0.6397896,1.0078149,-0.004973611,0.80189437,0.8676849,0.61839074,0.39403632,20
0.44481826,1.0065552,-0.004974932,0.8018032,0.86702853,0.6192867,0.396789,20
0.3948619,1.0096276,-0.004976782,0.80157167,0.86856365,0.6207586,0.39652327,20
0.46516615,1.0090321,-0.00497665,0.801439,0.8691653,0.6215467,0.396559,20
0.5287473,1.0093731,-0.004973611,0.80128765,0.86950386,0.6215842,0.39896604,20
0.6869716,1.0092711,-0.004976518,0.8012629,0.86923224,0.62449646,0.39949173,20
0.5921218,1.0093666,-0.004974932,0.801354,0.86934286,0.62743664,0.40249214,20
0.5443004,1.0097004,-0.004972423,0.8009282,0.8699035,0.6278832,0.40212244,20
0.3501782,1.0091597,-0.004978235,0.8009609,0.8700153,0.62892175,0.40248838,20
0.5300683,1.0088995,-0.004977046,0.8008264,0.8698232,0.6311896,0.4035008,20
0.67433447,1.0095773,-0.004972291,0.80060446,0.8698039,0.6350064,0.40609142,20
0.47108224,1.0095346,-0.004978235,0.8006296,0.87003267,0.63261926,0.40816596,20
0.6053411,1.0077047,-0.004974008,0.8006101,0.87032557,0.6351643,0.40895447,20
0.6358519,1.0095335,-0.004972423,0.8003671,0.86998343,0.6351193,0.41047224,20
0.65154344,1.0091891,-0.004975461,0.80034226,0.87042636,0.6392684,0.41197577,20
0.66821164,1.0094241,-0.004977707,0.8002406,0.8714489,0.64838254,0.41798154,20
0.6640742,1.0089507,-0.004971762,0.8001056,0.8719619,0.6435054,0.41879562,20
0.63508606,1.009592,-0.004975725,0.7999857,0.8720056,0.6486698,0.4215791,20
0.6892501,1.0091368,-0.00497665,0.79987675,0.87165517,0.64504945,0.422051,20
0.5995625,1.0091747,-0.004975593,0.7997322,0.87355256,0.64943254,0.42146203,20
0.68481654,1.009526,-0.004975197,0.79976505,0.8730962,0.6507504,0.42183524,20
0.68337816,1.0089035,-0.004978896,0.7995789,0.8727273,0.64975226,0.4217911,20
0.4993015,1.0095797,-0.004974668,0.7995375,0.87293714,0.65296215,0.42686749,20
0.48613438,1.0093249,-0.004973744,0.7995125,0.87996083,0.6516882,0.42736557,20
0.4162828,1.0093044,-0.004977707,0.79934865,0.8810038,0.6563885,0.4312117,20
0.56935686,1.0087335,-0.004974668,0.7991445,0.8838579,0.6542147,0.4304081,20
0.50002116,1.0089648,-0.004972555,0.79924905,0.88495994,0.65562475,0.43322524,20
0.4687134,1.0094278,-0.004976914,0.7990054,0.8827511,0.65952986,0.43319765,20
0.66698706,1.0081264,-0.004972291,0.79893,0.88078684,0.6604126,0.43485948,20
0.40677032,1.0093154,-0.004967006,0.7992718,0.88262475,0.66928667,0.4437042,20
0.48445812,1.0095588,-0.004975329,0.7997622,0.88258934,0.67099863,0.4436461,20
0.40793568,1.0085868,-0.004974008,0.7995677,0.8840051,0.6820373,0.44975147,20
0.44789875,1.0082486,-0.004971762,0.7995211,0.8841662,0.66770405,0.45177197,20
0.60182494,1.007203,-0.004975461,0.7993671,0.88398665,0.6822388,0.45224422,20
0.42958042,1.0072043,-0.004975065,0.79926705,0.88507766,0.6797341,0.45022634,20
0.3407952,1.0065124,-0.004973347,0.7991593,0.8874648,0.6718242,0.4543626,20
0.5245366,1.0069878,-0.004975329,0.7989502,0.88731086,0.6800982,0.45266446,20
0.58415,1.0090543,-0.004975725,0.7988088,0.88877475,0.68241525,0.45401555,20
0.52249503,1.0091586,-0.004972159,0.7988504,0.89003384,0.68729675,0.45440182,20
0.5209774,1.0089251,-0.004976122,0.79870045,0.88839793,0.68122494,0.45380527,20
0.62015635,1.009514,-0.004975461,0.79858017,0.890389,0.69194704,0.45329413,20
0.68808275,1.0095438,-0.004973876,0.7984848,0.89653265,0.69142616,0.4542479,20
0.68796027,1.0090656,-0.004973215,0.7983305,0.8957248,0.69155335,0.45401147,20
0.68280405,1.0096166,-0.004977178,0.7981538,0.89531213,0.6933221,0.45435533,20
0.68663234,1.009368,-0.004972291,0.7982485,0.89571214,0.693639,0.45448023,20
0.6884712,1.0092096,-0.004972687,0.7979713,0.8997384,0.69352895,0.45541394,20
0.7934418,1.0096492,-0.00497599,0.79785967,0.8992758,0.69364434,0.4552612,20
0.69570017,1.0094186,-0.89761305,0.18653263,0.88383585,0.68323946,0.41776925,20
0.6887161,1.0097117,-0.8977607,0.18654445,0.87200207,0.63570446,0.3670666,20
0.6802435,1.0095513,-0.89776266,0.18667522,0.8628574,0.61663234,0.32044476,20
0.6886328,1.0086532,-0.8977627,0.18689954,0.82260615,0.54476154,0.27610743,20
1.4509706,1.0079099,-0.8977717,0.18747275,0.79921305,0.4618874,0.26865038,20
0.7052197,1.0076637,-0.89776635,0.1873382,0.7859799,0.46185845,0.23125342,20
1.227249,1.0066736,-0.8977711,0.18722029,0.7851937,0.45923445,0.1750884,20
0.6923888,1.0084363,-0.8977688,0.18706852,0.76588583,0.4332438,0.14862488,20
0.6885926,1.0078402,-0.89777166,0.1871077,0.73990273,0.4087336,0.1348223,20
0.6882644,1.0073104,-0.89777595,0.18725975,0.71454334,0.39279383,0.09257488,20
1.0998237,1.0062573,-0.8977724,0.18704265,0.6992176,0.379064,0.018748645,20
0.7078224,1.0023661,-0.8977719,0.18696196,0.6977506,0.34388632,0.017983947,20
0.6897048,0.9977686,-0.89777416,0.18699837,0.6858007,0.33046982,0.017962456,20
0.68656003,0.99742275,-0.8977787,0.18697675,0.65320975,0.31610692,0.017088847,20
0.69432706,0.9983969,-0.89777905,0.18699668,0.61640793,0.31133765,0.007719928,20
0.68444014,0.9992584,-0.8977804,0.1869775,0.6140546,0.30557162,-0.00381181,20
0.6803318,0.9975329,-0.8977783,0.18729481,0.61403334,0.28087172,-0.023565857,20
0.53105694,1.0002308,-0.8977806,0.18731084,0.61396134,0.26601905,-0.036071982,20
0.5547413,0.99983066,-0.89778584,0.18753383,0.6139275,0.2507584,-0.04148556,20
0.68786997,0.99961483,-0.8977829,0.18757878,0.61283445,0.23480506,-0.052328113,20
0.68846816,0.9997646,-0.89778346,0.187628,0.61246,0.23013759,-0.06056814,20
0.73065454,0.99991,-0.89778405,0.18756343,0.6106375,0.22235812,-0.07798685,20
0.6953308,0.99840474,-0.8977869,0.18744203,0.60194093,0.22319515,-0.0903617,20
0.6886097,0.99954605,-0.8977891,0.18742362,0.60150546,0.18712792,-0.0959051,20
0.6886067,0.9915608,-0.8977855,0.18730544,0.5951685,0.15839931,-0.10126786,20
0.6474612,0.9865252,-0.897785,0.18741985,0.59100837,0.15593429,-0.104122765,20
0.68856555,0.99613607,-0.8977843,0.1875445,0.5813558,0.15590642,-0.10466732,20
0.583875,1.0003228,-0.8977873,0.18773438,0.58187354,0.15590642,-0.10796803,20
0.6885776,0.99643946,-0.89778715,0.18779263,0.5769319,0.15590642,-0.1153057,20
0.6987626,0.9986182,-0.8977865,0.18779063,0.57365966,0.15590642,-0.12710463,20
0.6537928,0.99619526,-0.8977858,0.18759371,0.5655848,0.15590642,-0.13422099,20
0.8773277,0.9889765,-0.8977842,0.1874879,0.5649619,0.15589856,-0.13797042,20
0.698341,0.9887942,-0.8977879,0.18807852,0.56447643,0.15589356,-0.14139341,20
0.8942157,0.98735493,-0.89778686,0.18805446,0.5552527,0.15397155,-0.15465726,20
0.7324121,0.98789674,-0.89778614,0.18812004,0.5506728,0.15392011,-0.15623398,20
0.68806267,0.9856188,-0.897785,0.1882154,0.55548024,0.15234713,-0.16267656,20
0.7579674,0.98651564,-0.89778394,0.1882509,0.55120677,0.15439346,-0.15849322,20
0.7550435,0.9859393,-0.89778656,0.18833962,0.5459643,0.15176268,-0.1680666,20
0.6895191,0.9866432,-0.8977823,0.18839271,0.54466265,0.1431776,-0.16891931,20
0.6880707,0.9871668,-0.89778394,0.18829663,0.5449528,0.13898599,-0.16895416,20
0.6886087,0.99883604,-0.8977808,0.18843706,0.5444744,0.14015134,-0.1707522,20
0.6886087,0.9989827,-0.8977838,0.1885002,0.5431736,0.13869305,-0.17336896,20
0.8281663,0.99994487,-0.8977856,0.18845087,0.5406112,0.13688286,-0.17167257,20
0.7601807,0.99934703,-0.89778084,0.18859006,0.5395572,0.13001509,-0.17617449,20
1.0288118,0.9982129,-0.8977812,0.1884647,0.5391336,0.12934846,-0.17645156,20
0.70985997,0.99971503,-0.89777565,0.1885097,0.5400108,0.12838604,-0.17884934,20
0.6886097,1.0010667,-0.89778125,0.18850741,0.5381985,0.13034697,-0.18075106,20
0.7966819,0.99939936,-0.8977811,0.18870783,0.5363633,0.12691452,-0.18011501,20
1.0658891,0.99955976,-1.0630555,-0.058228903,0.53552157,0.12453845,-0.18633802,20
0.72547525,0.9996172,-1.1412954,-0.24982657,0.53338677,0.12185479,-0.22637324,20
0.6889048,0.99995685,-1.1412908,-0.24986246,0.5329552,0.1198524,-0.23031813,20
0.6904576,1.0003344,-1.1412914,-0.25014406,0.5321765,0.108717635,-0.23075987,20
0.6886117,0.99059564,-1.1412967,-0.25009295,0.530777,0.09424437,-0.23086442,20
0.7002662,0.98793745,-1.141295,-0.25013313,0.5295763,0.09125133,-0.23199739,20
0.9231225,0.9859256,-1.1412895,-0.25012428,0.52773565,0.09117916,-0.23595186,20
0.73800194,0.9906832,-1.1413001,-0.250225,0.5089052,0.08219076,-0.23998183,20
0.709328,0.9857676,-1.1412954,-0.25003147,0.5039254,0.07898926,-0.24692887,20
0.6887562,0.9880465,-1.141294,-0.2502737,0.4909913,0.08150931,-0.25088364,20
0.6879151,0.98613155,-1.1412975,-0.2500409,0.4932324,0.058954507,-0.2550989,20
0.6886017,0.9876915,-1.1412982,-0.2500951,0.49099427,0.049930375,-0.2584577,20
0.6887211,0.9881929,-1.1413022,-0.25023448,0.48668063,0.056038633,-0.26353613,20
0.6896747,0.9905847,-1.141298,-0.25048995,0.48326978,0.04179008,-0.2655302,20
0.7047017,0.99053884,-1.1412971,-0.2503639,0.4844679,0.039492782,-0.269645,20
0.6971034,0.99236184,-1.1413012,-0.25025907,0.480169,0.03928683,-0.27968016,20
0.68425745,0.994872,-1.1413002,-0.25031972,0.47105232,0.039201267,-0.27889833,20
0.7149781,0.9964542,-1.1413002,-0.2502929,0.47096747,0.02900089,-0.28472984,20
0.68789905,0.99675924,-1.1413004,-0.2502299,0.47142202,0.027156588,-0.2857045,20
0.692976,0.99916095,-1.1413002,-0.25008172,0.47830826,0.028965164,-0.28600305,20
0.69529766,0.9971413,-1.1412991,-0.25022092,0.47006327,0.02048423,-0.28948328,20
0.6885736,0.99654174,-1.1413028,-0.2502331,0.46843523,0.019809386,-0.2901588,20
0.6928545,0.99837667,-1.1412984,-0.250226,0.4666869,0.02105333,-0.28915566,20
0.6877947,0.99845743,-1.1413028,-0.25028104,0.46603745,0.016745431,-0.2915803,20
0.68872213,1.001014,-1.1413052,-0.25023937,0.46636048,0.01155727,-0.29203176,20
0.686544,0.999504,-1.1413016,-0.2500636,0.46535394,0.020187177,-0.29104808,20
0.6931788,0.9979317,-1.1413006,-0.2501049,0.45855156,0.01537645,-0.29521486,20
0.74126714,1.000067,-1.1413003,-0.25014183,0.45712626,0.007023411,-0.30245307,20
0.732931,1.0003477,-1.141301,-0.25001627,0.4567534,0.015236586,-0.29820946,20
0.78778166,0.9999582,-1.1412994,-0.25019893,0.45690814,0.016568057,-0.30477518,20
0.6990426,0.9863894,-1.1413038,-0.2503245,0.4564085,0.007992809,-0.3093118,20
0.7508288,0.9863053,-1.1413015,-0.2504158,0.45722294,0.007655922,-0.29496145,20
0.83554786,0.98809785,-1.1413026,-0.25013325,0.45918033,0.008956311,-0.31033686,20
0.80124485,0.9866863,-1.1413015,-0.25006485,0.4570867,0.006731716,-0.31019312,20
0.6967651,0.9867629,-1.1413007,-0.25033438,0.45705482,0.002858413,-0.31096753,20
0.978992,0.98639935,-1.1413032,-0.25032958,0.45302978,0.007645025,-0.30990022,20
0.6888667,0.9855747,-1.141302,-0.25014275,0.4485356,0.007857947,-0.3102769,20
0.70642716,0.9829483,-1.1413002,-0.25032872,0.44899625,0.000197437,-0.3116531,20
0.7344156,0.9865344,-1.1413008,-0.2502564,0.44855765,0.007583221,-0.3156905,20
0.78058785,0.98810434,-1.1412997,-0.25035375,0.44773397,0.006055799,-0.31334645,20
0.6886127,0.98766583,-1.141302,-0.25024235,0.44717902,-0.002818825,-0.317587,20
0.68683004,0.98602104,-1.1412992,-0.2501092,0.44698256,-0.000323434,-0.3229092,20
0.801011,0.98783654,-1.1413021,-0.25026464,0.44642997,0.003115633,-0.32256216,20
0.68840796,0.98807865,-1.1412975,-0.25030023,0.4446779,-0.00689326,-0.32116765,20
0.6887452,0.9871357,-1.1412963,-0.25028947,0.44690558,-0.009037831,-0.32458702,20
0.69468236,0.9881252,-1.1412973,-0.25021863,0.4464085,-0.000185714,-0.32247183,20
0.7005663,0.9874285,-1.1412952,-0.25038898,0.44538146,-0.004433237,-0.32257116,20
0.68548006,0.9864411,-1.1412982,-0.2502733,0.4439686,-0.008302789,-0.3264488,20
0.67009664,0.9868891,-1.1412982,-0.2504337,0.4454354,-0.000346476,-0.32442003,20
0.6818535,0.99263,-1.1412998,-0.2503914,0.45049122,-0.000867347,-0.32523176,20
0.68861675,0.9871627,-1.1412964,-0.2501467,0.44948035,-0.009173228,-0.3269177,20
0.68848926,0.98639965,-1.1412967,-0.2501993,0.44512162,-0.005787214,-0.32326004,20
0.8123985,0.98685014,-1.1412959,-0.25020462,0.4464351,-0.000637635,-0.3288097,20
0.68847823,0.9876874,-1.1412958,-0.25043344,0.44295022,-0.009342208,-0.32672122,20
0.6589651,0.9869052,-1.1412973,-0.25026348,0.44260257,-0.004769587,-0.3262991,20
0.6722286,0.9838574,-1.1412965,-0.2502861,0.44495547,-0.000129983,-0.3247598,20
0.68860567,0.98088896,-1.1412954,-0.25017476,0.44258386,-0.004632761,-0.32422876,20
0.68859464,0.9809803,-1.1412978,-0.25013396,0.4430146,-0.007821216,-0.32560438,20
0.6591438,0.9803975,-1.1412983,-0.25037768,0.4436231,-0.004175838,-0.3249303,20
0.70108724,0.9810576,-1.1412948,-0.25016686,0.443229,-0.004203525,-0.32507408,20
0.7137726,0.980352,-1.1412941,-0.250155,0.4428455,-0.011278681,-0.32457802,20
0.691089,0.9803411,-1.1412964,-0.2502818,0.44277522,-0.004844431,-0.32546744,20
1.1422871,0.98043203,-1.1412897,-0.25014174,0.4428266,-0.005064676,-0.32468227,20
0.68870807,0.9808743,-1.1412947,-0.25017273,0.44284314,-0.012963472,-0.32474256,20
0.69752294,0.9809129,-1.1412969,-0.25038338,0.44309255,-0.012796636,-0.32520866,20
0.7032674,0.98715216,-1.1412934,-0.25008303,0.44350162,-0.004989475,-0.3266415,20
0.6886097,0.9866603,-1.141294,-0.25024268,0.44298565,-0.012999197,-0.32624042,20
0.9398911,0.9883147,-1.1412938,-0.2502714,0.44256458,-0.012773772,-0.33019155,20
0.6907577,0.9883321,-1.1412915,-0.2502128,0.44263604,-0.004133862,-0.32786506,20
1.2513179,0.98651594,-1.1412897,-0.25015125,0.44298822,-0.009042475,-0.32562864,20
0.9425089,0.9882028,-1.141286,-0.25014183,0.44294688,-0.014141503,-0.33347863,20
0.69634056,0.9873553,-1.1412839,-0.2500743,0.4435544,-0.006684268,-0.3323856,20
1.4933196,0.9867595,-1.1412908,-0.2501312,0.44260827,-0.004799954,-0.32632363,20
1.1310472,0.9869917,-1.1412891,-0.2501176,0.4419858,-0.01821951,-0.33378908,20
1.2746669,0.98767716,-1.1412892,-0.25011557,0.44766015,-0.011394609,-0.32820356,20
0.9724335,0.98734164,-1.1412804,-0.25023612,0.44796962,-0.005533388,-0.32469448,20
0.7306646,0.9867855,-1.1412838,-0.25027904,0.44767925,-0.015931504,-0.3301724,20
1.1439483,0.98642296,-1.1412848,-0.25009796,0.44651067,-0.004511296,-0.32690448,20
0.6920867,0.98563147,-1.1412785,-0.24999781,0.4456799,-0.002994413,-0.32713014,20
0.6885334,0.9860525,-1.1412804,-0.25024626,0.4454734,-0.008591447,-0.32826993,20
0.70145565,0.98762786,-1.1412781,-0.25023863,0.44574684,-0.013240161,-0.32566887,20
0.6827559,0.9887333,-1.1412805,-0.25023043,0.44695047,-0.002177561,-0.32996255,20
0.7090851,0.9864,-1.1412745,-0.250144,0.44537833,-0.003430079,-0.32888985,20
0.6913188,0.98650604,-1.1412741,-0.2503407,0.4443954,-0.012381512,-0.32692134,20
