1.26952,103.84861
1.26951,103.84797
1.26952,103.84747
1.26951,103.84741
1.26951,103.84739
1.26949,103.84736
1.26947,103.84732
1.26924,103.84706
1.26958,103.84675
1.27008,103.8463
1.27025,103.84614
1.27048,103.84601
1.27056,103.84593
1.27088,103.84569
1.2708,103.84556
1.27074,103.84549
1.27072,103.84547
1.27062,103.84537
1.2704,103.84517
1.27001,103.8448
1.26923,103.84407
1.27037,103.84286
1.2704,103.84283
1.27052,103.8427
1.27055,103.84264
1.2706,103.84252
1.27062,103.84245
1.27065,103.84234
1.27067,103.8422
1.27067,103.8421
1.27066,103.84174
1.27066,103.84165
1.27067,103.84135
1.27069,103.84117
1.27069,103.84115
1.2707,103.84106
1.27071,103.84103
1.27071,103.841
1.27074,103.8409
1.27076,103.84082
1.27087,103.84046
1.27088,103.84042
1.27088,103.84027
1.27088,103.84019
1.27088,103.84009
1.27087,103.83984
1.27086,103.83977
1.27086,103.83972
1.27087,103.83965
1.27088,103.83961
1.27089,103.83959
1.2709,103.83956
1.27095,103.8395
1.27119,103.83925
1.27128,103.83916
1.27135,103.83907
1.27137,103.83904
1.27138,103.83902
1.27138,103.83901
1.27139,103.83899
1.2714,103.83893
1.2714,103.83888
1.2714,103.83883
1.2714,103.83877
1.27139,103.83868
1.27139,103.83856
1.27138,103.83818
1.27137,103.8378
1.27135,103.8374
1.27133,103.83686
1.27132,103.83639
1.27131,103.83619
1.2713,103.83565
1.2713,103.83542
1.27129,103.83499
1.27128,103.83426
1.27127,103.83381
1.27122,103.8333
1.27119,103.8327
1.27118,103.83257
1.27117,103.83225
1.27114,103.83212
1.27106,103.83199
1.27095,103.83186
1.27079,103.83177
1.27073,103.83175
1.27066,103.83173
1.27061,103.83171
1.27056,103.83171
1.27007,103.83172
1.27002,103.83164
1.26996,103.83154
1.26977,103.83122
1.26962,103.83096
1.26912,103.8301
1.26875,103.82945
1.26861,103.82919
1.26855,103.82908
1.26851,103.82903
1.2685,103.829
1.26846,103.82895
1.26838,103.82884
1.26819,103.82861
1.26725,103.82764
1.26718,103.82757
1.26712,103.82754
1.26707,103.82751
1.26703,103.8275
1.26699,103.82748
1.26695,103.82748
1.26691,103.82747
1.26685,103.82748
1.2668,103.82749
1.26675,103.8275
1.26611,103.82786
1.26589,103.82799
1.26586,103.828
1.26583,103.828
1.26581,103.828
1.26578,103.828
1.26576,103.82798
1.26574,103.82798
1.26573,103.82797
1.26572,103.82796
1.26571,103.82794
1.2657,103.82793
1.26569,103.82791
1.26566,103.82785
1.26563,103.82778
1.26548,103.82745
1.26627,103.82699
1.26642,103.82688
1.26653,103.82678
1.26679,103.82653
1.26691,103.82642
1.26698,103.82635
1.267,103.82633
1.26705,103.82628
1.26713,103.82637
1.26741,103.82666
1.26776,103.82701
1.26788,103.82714
1.26806,103.82732
1.26816,103.82743
1.2683,103.82758
1.2683,103.82759
1.2684,103.82768
1.26843,103.82771
1.26872,103.82801
1.26885,103.82814
1.26895,103.82826
1.26904,103.82836
1.26928,103.82862
1.26929,103.82864
1.2693,103.82866
1.26931,103.82867
1.26931,103.82868
1.26931,103.8287
1.26932,103.82872
1.26932,103.82874
1.26946,103.8289
1.26995,103.82941
1.27034,103.82982
1.27055,103.83004
1.27071,103.83022
1.27075,103.83027
